fraud_bool,income,name_email_similarity,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,zip_count_4w,velocity_24h,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,keep_alive_session,device_distinct_emails_8w,month,payment_type_AA,payment_type_AB,payment_type_AC,payment_type_AD,payment_type_AE,employment_status_CA,employment_status_CB,employment_status_CC,employment_status_CD,employment_status_CE,employment_status_CF,employment_status_CG,housing_status_BA,housing_status_BB,housing_status_BC,housing_status_BD,housing_status_BE,housing_status_BF,housing_status_BG,source_INTERNET,source_TELEAPP,device_os_linux,device_os_macintosh,device_os_other,device_os_windows,device_os_x11
0,0.8,0.3322814594202481,122.0,30,0.0158473432458487,-0.6731232535918004,1334,2188.017684701123,4,253,1,0,1,28.0,1,1000.0,0,1,1.0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0.6000000000000001,0.2100306588234962,61.0,30,0.0069704043467939,20.89885401019605,1072,2110.005220867952,9,102,1,1,0,20.0,1,200.0,0,0,1.0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8,0.3296449701567257,65.0,50,0.0280482554135892,107.45951577719528,972,5213.826163092086,7,273,0,1,1,1.0,1,1500.0,0,1,1.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0.5,0.1919254303003091,182.0,40,0.018656081747201,-1.0381701211306869,2541,3094.6646680962745,7,197,1,0,1,27.0,0,1000.0,0,1,1.0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0.1,0.8280826169916482,46.0,20,0.0027362563423024,28.59283418560625,378,6343.031772794976,17,15,1,1,1,30.0,0,200.0,0,1,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.6000000000000001,0.8600117779089371,13.0,30,0.0175835595766365,101.81782803957772,1102,5582.259890992757,13,102,0,1,1,3.0,1,200.0,0,0,1.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.4,0.5481075489064607,213.0,40,0.0119885613483144,-1.107195815653493,2836,4233.836641404791,5,148,1,1,1,5.0,1,500.0,0,0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0.8,0.7430628668069504,47.0,20,0.0167974710080212,-0.646906883705614,1209,7434.667518806917,15,63,0,0,1,30.0,0,200.0,0,1,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0.7000000000000001,0.640091232264847,9.0,40,0.0206811681537032,-0.2127899339187863,700,5235.408611844469,10,69,0,0,1,26.0,0,200.0,0,1,1.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0.9,0.7687266706533772,65.0,40,0.018181549783745,-1.1205105643273163,1129,5324.787716932937,11,224,1,1,1,1.0,0,1500.0,0,1,1.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0,0.1,0.723689405616032,15.0,20,0.0032894498693517,10.58366740868802,1079,8638.961947480075,16,65,1,0,1,22.0,1,200.0,0,0,1.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0.9,0.2837329312723319,44.0,30,0.0025450976355545,-0.6475700437152251,1042,2917.956162786821,11,41,1,1,1,1.0,0,200.0,0,1,1.0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0.6000000000000001,0.999257391623472,41.0,40,0.0108338409277854,11.391256207020987,662,3473.320251998633,12,123,0,1,1,1.0,1,200.0,0,1,1.0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0.1,0.0594392330590463,171.0,40,0.012949298361215,12.858728001051931,2237,6312.281331125008,14,53,0,1,1,20.0,0,200.0,0,0,1.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0.4,0.6238936697055881,57.0,30,0.0223628184661928,-0.9541227284091668,1114,4360.165612000944,9,79,1,1,0,30.0,0,200.0,0,1,1.0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0.5,0.8330103584006082,59.0,20,0.0392440554816552,13.606791269612168,1302,5581.3738850230775,25,85,0,0,1,1.0,0,200.0,0,0,1.0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0.3,0.2114383784514466,59.0,50,0.0115871624003162,27.933579829850068,1420,4791.116290801466,5,132,1,0,1,1.0,0,200.0,0,1,1.0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0.6000000000000001,0.5586263824232848,43.0,20,0.034803086504297,39.01091659034571,1643,5925.016763221712,16,34,0,0,1,21.0,0,200.0,0,1,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0.6000000000000001,0.1677593867107584,8.0,30,0.0205437248416573,5.7913245816753225,1768,3331.699938683509,13,135,0,1,1,26.0,1,200.0,0,1,1.0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0.6000000000000001,0.759537645252866,36.0,40,0.0060887318776365,23.74609661945185,2187,5729.600557862432,16,18,1,0,1,25.0,0,500.0,0,1,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0.7000000000000001,0.0656896310274932,63.0,10,0.0124563837124834,33.97660076746086,1373,5720.578569267223,9,85,0,0,1,30.0,0,200.0,0,0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0.1,0.419184895619146,5.0,30,0.0205714670137456,107.55566488115817,1221,4042.412042509916,5,237,0,0,1,28.0,0,1500.0,0,1,1.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.1,0.5009006107013286,5.0,30,0.0262966290430799,-0.9915037703073848,1121,5487.152203402757,16,91,0,0,1,28.0,0,200.0,0,1,1.0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.6000000000000001,0.1299732040058683,2.0,30,0.0051138275054221,16.78914857420439,743,3508.7583151298604,24,118,0,0,1,31.0,0,500.0,0,0,1.0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0.6000000000000001,0.6527338354028942,1.0,30,0.0221909120653751,-1.107400900166925,1786,2658.968708379063,6,82,0,0,1,1.0,0,200.0,0,1,1.0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0.9,0.4900493927775448,185.0,60,0.0024115200227605,51.04548439923416,1258,6211.057085438517,2,273,1,1,1,25.0,1,1500.0,0,0,1.0,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.2,0.4392559181819519,7.0,40,0.0028769154116934,23.674777066860656,777,6039.65544615415,7,167,0,0,1,15.0,1,500.0,0,1,1.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0.1,0.1000533323375776,1.0,20,0.0236105797985798,-1.3783557443182517,864,5814.591373472928,19,75,1,0,1,20.0,0,200.0,0,1,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0.4,0.1683263989470312,71.0,30,0.0213316452117164,-1.5919232551818898,5056,5791.418090856076,15,35,1,1,1,28.0,0,200.0,0,1,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0.9,0.2903358649277691,83.0,30,0.0201346074293226,24.96106815695421,2753,4478.708180416089,5,53,0,1,1,28.0,0,200.0,0,0,1.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0.9,0.4909116754827882,4.0,40,0.0463251693231479,-1.3810852588314324,1308,4051.1139709064864,11,137,1,1,1,11.0,0,200.0,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.8,0.7138123578024396,73.0,70,0.0091308759159704,-0.3923297093553361,1611,3966.758881434068,5,56,1,1,1,30.0,0,200.0,0,1,1.0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0.9,0.18763861406128,109.0,30,0.0101369641613532,-0.6897837228453917,3033,5148.192455084598,9,132,1,1,1,30.0,0,200.0,0,0,1.0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.1,0.0843508376827086,29.0,60,0.0299832143294177,-0.8883920548535449,1199,3836.733619512084,3,52,1,1,1,3.0,0,200.0,0,0,1.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.3,0.9947990475847668,120.0,20,0.022571409399016,-1.1173035315754398,1702,3150.6656630019893,10,194,1,1,1,30.0,0,200.0,0,0,1.0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0.2,0.0184828826847737,8.0,50,0.0168875267646206,0.5846406034895502,2544,5679.33527059506,2,90,0,0,1,28.0,0,200.0,0,0,1.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.8,0.9954876157150996,314.0,20,0.011353458973294,-1.0801843104386035,801,3376.2267633041333,16,-11,1,1,1,10.0,0,200.0,0,1,1.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0.7000000000000001,0.037612863398486,55.0,30,0.0293122770355063,48.620123232395066,155,5253.6284843877975,8,97,1,0,1,1.0,0,200.0,0,1,1.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0.1,0.2645709737666944,305.0,20,0.0223254872258222,-0.8125035232714268,3701,4772.676287978578,4,69,0,1,1,15.0,1,200.0,0,0,1.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0.1,0.1138522137366841,206.0,30,0.0411106077995574,-0.5499034665128062,4576,3779.150199376909,2,264,0,1,1,1.0,0,200.0,0,1,1.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0.2,0.2334197896197979,36.0,30,0.0046191586602503,-0.7175171869574923,1101,2476.219143334361,6,216,1,1,1,11.0,1,200.0,0,0,1.0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0.7000000000000001,0.7782574552935275,41.0,30,0.0253378871254854,27.368117499821963,1969,4062.2854854655616,13,176,1,0,1,26.0,1,1000.0,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0.7000000000000001,0.0720148399080109,88.0,20,0.0090867501958399,-1.805062375751037,3405,5541.014979633882,11,85,1,0,1,30.0,0,200.0,0,0,1.0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0.4,0.8512249212837354,69.0,20,0.0040507121122194,47.74222080351996,618,4302.056018927944,12,55,1,0,1,21.0,0,990.0,0,1,1.0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0.6000000000000001,0.8984878747191558,63.0,40,0.028103307483778,-1.1941855256661262,1001,2365.7939006435527,3,112,0,1,1,1.0,0,1000.0,0,1,1.0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.6000000000000001,0.5052949299883702,82.0,60,0.0286579633801176,8.762271327431177,672,3185.151362680371,4,157,1,1,1,28.0,1,1000.0,1,0,1.0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0.5,0.6518488493271735,26.0,30,0.0137631509283258,20.22241276134984,3183,4350.357944134347,7,96,1,0,1,21.0,0,200.0,0,0,1.0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0.2,0.9055030965691656,6.0,10,0.018219519648626,23.594584208811806,1793,3584.0749900703004,11,71,0,0,1,25.0,0,200.0,0,1,1.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0.5,0.9958571063336684,5.0,20,0.0060001295980875,-0.904744342630501,468,3393.245276820376,18,73,0,0,1,28.0,0,200.0,0,0,1.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0.4,0.4714339484752407,12.0,30,0.0138096751281051,-0.9338592107968916,1436,5502.915590014818,5,196,0,0,1,6.0,0,200.0,0,0,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0.9,0.311665916475719,71.0,40,0.0043266189187571,-1.0986912126845845,1087,5463.129465042094,8,2,0,0,1,26.0,0,200.0,0,1,1.0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0.2,0.4350042290120121,50.0,40,0.0249290251629549,-0.7225379418283244,1453,4584.6889086979445,12,99,0,0,1,1.0,0,200.0,0,1,1.0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0.9,0.8515886578648036,47.0,50,0.0225161255344326,-0.7982092077666841,825,3803.8578698711767,6,152,0,0,1,19.0,0,200.0,0,1,1.0,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.9,0.4420046450061808,41.0,20,0.0283102638612086,49.60555651793523,1509,5455.444021192262,14,100,0,0,1,1.0,0,200.0,0,0,1.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.2,0.7200033821357426,236.0,30,0.0290724193700055,-1.0476471385786923,2787,4228.187311378298,12,209,0,0,1,15.0,1,990.0,0,1,1.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0.4,0.3470729629463009,14.0,30,0.0077464479177295,-1.6811501805022184,2036,3425.046185012872,12,112,1,0,1,28.0,0,200.0,0,1,1.0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.4,0.3524578793909105,7.0,40,0.003907216206031,9.173392015885714,2606,2845.7126854734465,11,60,1,0,1,21.0,1,200.0,0,0,1.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.7000000000000001,0.648378662602085,62.0,40,0.0220812998478176,-0.8334658477889596,1050,3366.063444026468,20,179,1,1,1,31.0,1,1500.0,0,1,1.0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.4,0.872590731597561,25.0,20,0.016304030908743,-0.4138309844542037,929,3444.3473405208283,9,116,1,0,1,31.0,0,200.0,0,1,1.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0.8,0.2734961181515779,48.0,50,0.0165751310553578,-0.4639603139447904,2484,5103.589418254946,5,117,0,0,1,21.0,0,500.0,0,0,1.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0.2,0.282500453664506,32.0,20,0.0188777642702571,50.95550815148814,1031,5366.319139574369,15,54,1,0,1,1.0,0,200.0,0,1,1.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0.1,0.434470498271537,5.0,30,0.0240314747908582,-0.926771686793399,321,3339.591708038589,11,132,1,0,1,28.0,0,200.0,0,1,1.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0.9,0.6868595169212772,69.0,30,0.0249668187998064,-1.5761790041578063,1472,5182.519595632926,13,98,0,1,1,30.0,0,200.0,0,1,1.0,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.9,0.8871505334002996,19.0,60,0.0235786140247139,-1.2258198202676922,1907,4850.425552618503,2,158,1,0,1,30.0,0,500.0,0,1,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0.6000000000000001,0.0943719185876454,114.0,20,0.0296300565919079,21.27577510543765,2237,3055.828566500233,5,185,1,0,1,20.0,0,500.0,0,1,1.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0.8,0.3939187198174411,181.0,20,11.605373890090526,26.13934801798837,1617,3335.740210902988,4,32,1,0,1,21.0,0,200.0,0,1,1.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0.9,0.4351826004953741,32.0,30,0.0135946057942353,-0.5817927019744664,1337,5641.352440291674,12,59,0,0,1,15.0,0,500.0,0,1,1.0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0.9,0.2167923178245954,190.0,40,0.0163155795033713,40.80496929250332,745,2852.3288311128595,5,172,0,0,1,28.0,0,500.0,0,1,1.0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0.7000000000000001,0.073343469220513,46.0,20,0.0210303324670591,-0.4753460736123208,1039,5239.399722606194,20,40,1,0,1,15.0,0,200.0,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0.4,0.9165882525508235,0.0,20,0.0190466855158162,-0.9753133846847148,2986,4062.4855136651977,7,106,0,0,1,28.0,0,500.0,0,1,1.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0.8,0.3116942731434481,24.0,30,0.0133872112718874,-1.2407556790383485,3036,4071.245952291845,13,50,0,0,1,2.0,0,500.0,0,1,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0.8,0.7508707139071371,97.0,50,0.025614332316737,-0.9751828633689904,1001,4764.861299319882,4,140,1,1,1,15.0,0,200.0,0,0,1.0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8,0.827708167422393,150.0,50,0.0120876702136386,-0.4417257504889504,674,6581.563028530678,4,293,0,1,1,5.0,0,1500.0,0,1,1.0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.1,0.7659358428956896,59.0,30,0.0043843928025072,49.16063144420789,1579,4806.940496999134,16,116,0,1,1,28.0,0,200.0,0,1,2.0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0.8,0.8017098431868885,35.0,50,0.0004461811352067,95.60858462685266,1351,3834.054222756593,4,67,0,0,1,25.0,1,200.0,0,0,1.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.9,0.8152888991955527,27.0,40,0.0024044804001109,12.121896666915283,1195,5002.632149559261,3,140,0,1,1,21.0,0,200.0,0,1,1.0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8,0.3624659946241406,8.0,30,0.0080364101221954,-0.491957370096941,1649,3793.972921950168,11,212,0,1,1,29.0,0,500.0,0,1,1.0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0.5,0.1049434629328111,10.0,20,1.4665933595546763,-0.4933005890531752,1779,9037.76961586389,12,154,1,0,1,1.0,0,1500.0,0,1,1.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0.4,0.034840005259432,118.0,30,0.0007648490945938,-1.136932868389717,1285,5236.055450634771,21,37,0,0,1,10.0,0,200.0,0,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0.1,0.0081352553549392,40.0,40,0.0022326999053281,-1.4773554100796509,1998,3122.533188876422,9,83,1,0,1,31.0,0,200.0,0,1,1.0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0.7000000000000001,0.7899315869433721,355.0,30,0.0042591094367258,-1.3141287791926153,701,4746.692953921533,11,259,0,0,1,1.0,0,1500.0,0,1,1.0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.9,0.6042465261122856,37.0,50,0.0269742128822127,-1.3372924479983632,1232,3019.8437382803245,5,140,0,1,1,1.0,0,200.0,0,1,1.0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.9,0.3855067187701529,3.0,30,0.0431936619103579,-0.4889632549864618,890,3683.39481521144,10,154,1,0,1,26.0,1,200.0,0,0,1.0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0.1,0.0269767547008584,6.0,20,0.0161509954580165,-1.3903937043399572,987,5591.285161834373,13,32,1,0,0,11.0,0,200.0,0,0,1.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0.9,0.1607359721387286,14.0,40,9.222700927834298,34.964321248778084,1087,3734.234333454805,3,44,1,0,1,16.0,0,200.0,1,1,1.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.8,0.2776161959592273,6.0,20,0.0197027630682704,-1.1608941939172894,588,3196.297641634849,11,64,0,0,1,3.0,0,500.0,0,0,1.0,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.9,0.2566146973578319,309.0,30,0.0218224483576363,13.619835372806492,729,4717.139183207645,12,69,0,1,0,10.0,1,200.0,0,1,1.0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0.1,0.9978060303750896,37.0,30,0.0074770575063548,18.54373849181521,2069,6198.404152433753,20,105,1,0,1,15.0,0,200.0,0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.6000000000000001,0.1798400024480026,5.0,20,15.318244092700873,27.090537494777823,1221,3933.0927081446944,7,99,1,0,1,10.0,0,200.0,0,1,1.0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
